id,customer_id,payment_method,transaction_date
598,504,Online,"2011-04-22 22:33:59"
599,432,Cash,"1975-04-05 02:40:41"
600,853,Cash,"2003-04-16 15:42:44"
601,29,Cash,"2011-04-17 16:16:11"
602,782,Cash,"1993-07-22 13:59:06"
603,640,"Credit Card","1981-01-16 11:43:43"
604,231,Cash,"1996-01-30 03:27:55"
605,815,"Credit Card","1989-10-08 17:43:12"
606,417,"Credit Card","1994-10-05 13:10:16"
607,744,Cash,"1995-06-03 17:29:23"
608,854,Online,"2021-01-07 13:27:18"
609,472,Cash,"1991-08-19 02:43:51"
610,972,Cash,"1986-01-19 02:58:10"
611,26,Online,"1979-11-08 12:19:05"
612,462,"Credit Card","1998-01-31 21:47:09"
613,527,"Credit Card","2004-10-10 18:13:33"
614,224,"Credit Card","1970-11-25 10:08:12"
615,229,Online,"2018-09-06 23:09:08"
616,344,Online,"1988-08-16 10:13:46"
617,850,Online,"1981-12-28 04:24:07"
618,865,Cash,"2011-08-26 01:45:25"
619,713,"Credit Card","1972-10-23 21:51:07"
620,94,"Credit Card","2008-11-26 09:17:28"
621,415,Online,"1989-02-01 12:15:34"
622,577,"Credit Card","1992-01-17 20:01:56"
623,886,"Credit Card","1990-01-28 19:20:02"
624,303,Cash,"1984-02-14 13:45:20"
625,633,Online,"2010-08-18 19:50:00"
626,421,Online,"1982-06-07 18:14:45"
627,82,Cash,"2022-07-05 15:55:44"
628,97,"Credit Card","2011-05-26 13:30:30"
629,633,Cash,"1986-06-26 02:55:49"
630,237,Online,"1980-12-02 16:55:53"
631,280,"Credit Card","2008-09-18 21:31:20"
632,314,"Credit Card","2008-12-12 15:59:47"
633,704,Cash,"2001-01-03 20:33:06"
634,959,Online,"1981-06-12 01:42:17"
635,232,Online,"2014-11-30 15:58:35"
636,112,Online,"1982-09-24 05:56:31"
637,494,"Credit Card","2003-09-20 21:26:02"
638,312,Online,"1986-11-10 22:30:47"
639,519,Online,"2012-01-19 16:17:32"
640,664,Cash,"1984-12-01 01:23:41"
641,390,"Credit Card","1980-05-21 18:28:31"
642,19,"Credit Card","2015-10-10 16:30:50"
643,895,Online,"1974-04-04 09:46:38"
644,202,Cash,"1995-10-19 00:42:04"
645,834,"Credit Card","2020-05-04 23:26:31"
646,209,Online,"2010-12-23 22:37:19"
647,191,Online,"1977-11-11 04:03:48"
648,792,"Credit Card","2002-02-26 10:19:42"
649,732,Online,"1990-12-11 21:44:20"
650,190,Cash,"1973-06-08 19:08:50"
651,305,Online,"2010-01-05 04:40:04"
652,47,Online,"1970-05-16 10:36:06"
653,218,"Credit Card","2018-09-27 15:00:49"
654,178,"Credit Card","2007-03-22 21:16:54"
655,8,Cash,"1973-10-18 19:08:26"
656,411,Cash,"1972-10-14 10:47:12"
657,863,Online,"2008-08-14 06:31:19"
658,715,Online,"1986-04-30 04:26:48"
659,449,"Credit Card","1973-10-06 21:47:13"
660,154,"Credit Card","2007-05-07 14:35:00"
661,763,Cash,"1994-12-20 17:41:09"
662,822,"Credit Card","2016-08-25 05:50:55"
663,525,Cash,"1980-08-11 05:21:12"
664,228,Online,"2011-01-04 21:44:50"
665,688,Cash,"1987-03-17 01:18:48"
666,472,"Credit Card","1988-01-29 20:52:01"
667,860,Online,"2023-03-03 16:11:29"
668,657,"Credit Card","1973-04-07 04:51:15"
669,404,Online,"1999-07-15 09:35:01"
670,811,Cash,"1978-02-17 08:16:16"
671,233,"Credit Card","1991-07-17 07:41:21"
672,728,"Credit Card","2022-09-05 06:53:56"
673,767,Cash,"2016-03-30 14:58:19"
674,529,Online,"1985-03-27 09:03:14"
675,829,Online,"1987-10-28 19:39:34"
676,644,"Credit Card","2014-04-27 22:27:04"
677,246,"Credit Card","1976-01-23 12:33:24"
678,843,Online,"1996-04-23 19:00:45"
679,978,Cash,"1991-04-25 06:05:58"
680,870,Cash,"1974-05-23 17:52:30"
681,337,Online,"2011-01-24 05:24:20"
682,883,"Credit Card","1997-06-24 16:14:18"
683,828,Cash,"1975-02-08 01:06:10"
684,978,Online,"1990-10-04 19:56:19"
685,790,Online,"2015-09-06 15:59:47"
686,387,Online,"1973-02-03 08:24:27"
687,234,Online,"2011-04-04 02:09:53"
688,130,"Credit Card","1978-09-25 09:14:52"
689,497,Cash,"2002-08-17 21:28:28"
690,238,Online,"2013-09-26 14:12:45"
691,901,"Credit Card","1984-01-03 02:31:36"
692,47,"Credit Card","1993-06-17 16:12:28"
693,664,"Credit Card","1988-03-29 00:37:46"
694,132,Online,"1976-12-23 16:00:04"
695,163,Online,"1976-02-14 07:24:19"
696,848,Online,"1987-08-29 13:52:24"
697,904,Cash,"1979-06-23 03:07:10"
698,469,Cash,"1980-01-08 19:00:34"
699,157,Online,"1977-05-25 10:47:28"
700,584,Online,"1985-09-07 08:16:28"
701,422,Cash,"2011-03-19 13:08:56"
702,216,Online,"1974-04-10 16:04:32"
703,771,Cash,"1986-09-29 18:27:28"
704,115,Online,"2012-06-01 01:29:31"
705,153,Cash,"2004-04-10 11:40:19"
706,539,"Credit Card","2021-12-12 14:35:19"
707,701,"Credit Card","2001-03-19 09:58:31"
708,248,"Credit Card","1980-05-10 15:32:08"
709,524,Cash,"2018-09-19 10:50:32"
710,444,"Credit Card","1977-01-07 16:28:22"
711,972,Online,"2016-03-09 17:03:35"
712,931,"Credit Card","1989-03-10 06:24:49"
713,172,Online,"1998-10-23 08:38:34"
714,663,"Credit Card","2006-02-27 19:03:56"
715,270,Online,"2014-06-19 18:58:15"
716,242,Online,"1991-05-18 10:06:59"
717,58,Online,"1991-05-19 17:04:06"
718,928,Cash,"1992-01-14 07:41:51"
719,413,Cash,"1989-08-12 19:40:53"
720,43,Online,"2001-04-19 17:04:50"
721,513,Online,"1972-01-25 01:39:16"
722,271,"Credit Card","1998-12-22 17:07:03"
723,668,Cash,"2023-02-23 11:18:58"
724,616,Online,"1990-09-10 08:43:28"
725,73,"Credit Card","2005-06-25 08:20:26"
726,206,"Credit Card","2003-01-14 20:20:17"
727,478,Cash,"1995-07-18 13:35:49"
728,6,Online,"2001-04-02 04:38:05"
729,206,Online,"1973-12-09 08:12:04"
730,963,Online,"1981-09-22 17:05:12"
731,676,"Credit Card","2012-10-31 12:33:18"
732,723,Cash,"1972-12-01 12:22:27"
733,2,Online,"1983-06-15 09:12:58"
734,614,"Credit Card","2004-01-18 12:29:50"
735,834,"Credit Card","2000-04-28 08:30:19"
736,808,Cash,"1995-06-21 00:33:11"
737,699,Cash,"2011-11-18 00:58:19"
738,883,"Credit Card","1983-11-28 01:37:08"
739,833,"Credit Card","2000-04-25 23:32:26"
740,584,"Credit Card","1978-09-01 19:50:40"
741,266,"Credit Card","1979-05-31 01:30:33"
742,236,Online,"1995-03-31 17:20:27"
743,645,Online,"1973-10-04 22:30:30"
744,24,Online,"1970-01-01 13:32:42"
745,21,"Credit Card","2008-07-05 12:39:05"
746,977,Online,"2022-03-17 20:43:27"
747,409,Cash,"1984-02-20 19:25:13"
748,381,Online,"1973-10-27 17:00:39"
749,679,Cash,"2018-03-25 23:34:05"
750,561,"Credit Card","2020-07-24 09:50:45"
751,28,"Credit Card","1997-11-26 06:31:10"
752,442,Cash,"1994-02-17 01:55:53"
753,716,"Credit Card","2005-08-16 08:53:54"
754,99,"Credit Card","1992-06-11 08:52:25"
755,402,Cash,"1996-09-17 02:47:09"
756,384,"Credit Card","2001-01-26 11:35:31"
757,53,Cash,"2015-11-05 00:10:31"
758,867,"Credit Card","2009-02-27 07:00:05"
759,651,Online,"2014-04-19 00:58:06"
760,68,Cash,"1982-07-20 18:45:26"
761,486,"Credit Card","1990-07-10 13:00:46"
762,707,Cash,"1980-08-25 12:26:49"
763,25,Cash,"1999-05-21 21:48:37"
764,122,Online,"1990-10-17 20:11:51"
765,93,Cash,"1972-10-29 23:58:05"
766,227,"Credit Card","1995-04-09 00:26:20"
767,168,Online,"1970-05-27 16:11:01"
768,120,"Credit Card","2023-07-14 11:53:09"
769,169,Cash,"1998-07-18 05:57:21"
770,264,Online,"2004-01-09 08:11:08"
771,736,Online,"2013-06-18 13:43:55"
772,956,Online,"1984-10-06 15:30:29"
773,265,"Credit Card","1992-11-28 15:21:49"
774,362,Cash,"2008-02-09 05:39:12"
775,625,Online,"1997-09-25 09:51:54"
776,162,Cash,"1987-08-01 01:35:33"
777,138,Online,"1980-01-03 19:04:38"
778,284,Cash,"1974-01-20 19:16:39"
779,350,Cash,"1984-04-20 07:20:15"
780,645,Online,"2013-10-09 07:53:34"
781,89,Cash,"2009-03-23 14:23:16"
782,319,Online,"1981-01-12 22:04:17"
783,224,Cash,"1974-09-05 21:32:46"
784,851,Cash,"2021-04-04 14:19:08"
785,856,Cash,"2009-12-08 13:11:48"
786,244,"Credit Card","1992-11-15 02:39:05"
787,428,Cash,"1978-12-16 02:35:26"
788,45,"Credit Card","1973-03-15 01:24:09"
789,245,Online,"2006-10-31 21:50:49"
790,261,"Credit Card","1973-04-07 04:20:10"
791,885,Cash,"1999-01-25 23:29:40"
792,216,Online,"1995-08-29 16:31:49"
793,416,Cash,"1977-01-31 21:56:47"
794,878,Cash,"2013-11-07 08:57:45"
795,708,"Credit Card","2004-10-02 00:07:37"
796,710,Cash,"2007-01-24 02:00:14"
797,959,"Credit Card","1974-05-14 15:01:21"
798,246,Cash,"1977-08-01 11:02:32"
799,615,"Credit Card","2005-09-02 07:59:11"
800,117,"Credit Card","2020-05-21 06:34:27"
801,701,"Credit Card","1990-07-08 03:13:10"
802,26,Cash,"2014-06-12 04:06:06"
803,727,Online,"2005-03-09 09:08:07"
804,445,Cash,"1994-03-11 20:18:57"
805,718,Online,"1979-11-18 08:58:43"
806,317,Online,"1987-10-24 04:47:22"
807,564,Cash,"1976-10-08 15:06:54"
808,175,"Credit Card","1974-08-14 02:21:14"
809,185,"Credit Card","1997-11-16 17:08:41"
810,122,Online,"2006-05-07 04:09:16"
811,985,"Credit Card","2009-05-18 10:59:47"
812,517,"Credit Card","1970-07-12 08:35:53"
813,604,"Credit Card","1981-01-18 10:06:02"
814,57,"Credit Card","1997-08-03 00:19:33"
815,80,Online,"2004-10-04 05:01:15"
816,72,"Credit Card","1995-05-12 07:09:08"
817,512,"Credit Card","1979-11-19 05:30:00"
818,542,"Credit Card","2009-09-15 17:30:39"
819,906,Cash,"2020-09-09 19:22:01"
820,274,"Credit Card","1996-09-03 17:30:27"
821,825,"Credit Card","2004-12-08 10:48:11"
822,955,"Credit Card","1987-08-19 05:49:25"
823,102,Cash,"2006-10-31 04:42:45"
824,890,Cash,"2002-07-03 07:41:27"
825,692,Online,"2012-08-07 11:25:12"
826,223,"Credit Card","2005-10-09 11:34:24"
827,834,Online,"1972-05-20 07:33:02"
828,610,Cash,"2008-03-04 00:39:05"
829,397,Online,"2009-07-20 06:46:44"
830,34,"Credit Card","1994-02-24 21:34:03"
831,128,Online,"1999-12-24 03:30:52"
832,711,Online,"1975-02-28 09:30:07"
833,300,Online,"1976-09-14 16:38:26"
834,663,"Credit Card","1986-04-06 21:12:58"
835,561,"Credit Card","1995-06-01 09:09:55"
836,441,Cash,"1998-11-27 13:54:39"
837,682,"Credit Card","1988-04-09 11:00:37"
838,277,"Credit Card","1998-11-02 15:10:33"
839,863,Online,"1977-09-20 11:23:09"
840,650,Cash,"2019-08-24 03:12:25"
841,16,Cash,"1979-11-02 20:27:50"
842,393,Cash,"1974-06-08 19:17:02"
843,59,"Credit Card","2016-01-29 10:08:02"
844,484,Cash,"1972-06-15 15:17:04"
845,195,"Credit Card","2017-09-23 03:26:37"
846,866,Online,"2003-07-24 18:27:02"
847,453,"Credit Card","2006-04-03 22:59:30"
848,917,Online,"1970-05-17 06:42:43"
849,381,"Credit Card","1980-05-31 13:29:43"
850,969,Cash,"1985-09-06 12:05:55"
851,170,"Credit Card","2002-03-28 05:40:38"
852,897,Cash,"1989-07-10 00:07:18"
853,51,Online,"1973-12-12 22:40:04"
854,616,Cash,"1977-11-26 17:09:49"
855,639,Cash,"1982-03-23 12:55:45"
856,366,Cash,"1990-06-02 18:50:29"
857,229,Cash,"2011-06-01 08:44:12"
858,924,"Credit Card","2011-03-23 18:37:50"
859,233,Cash,"1997-01-11 20:37:28"
860,799,"Credit Card","1975-06-30 07:17:55"
861,346,"Credit Card","1986-07-23 00:53:16"
862,375,Online,"1989-09-14 03:27:41"
863,608,"Credit Card","2017-09-14 22:31:32"
864,436,Online,"2023-03-17 15:51:52"
865,162,Cash,"1990-07-17 23:47:47"
866,978,Cash,"1979-10-30 03:07:10"
867,170,Cash,"1990-03-05 16:06:41"
868,706,"Credit Card","1995-02-26 11:47:37"
869,861,Cash,"2018-09-01 12:01:43"
870,477,Cash,"1973-04-24 16:30:17"
871,380,Online,"2002-08-13 16:44:48"
872,922,"Credit Card","2001-08-21 09:18:35"
873,136,Online,"2003-04-06 00:26:49"
874,232,Cash,"1992-09-21 19:12:35"
875,220,"Credit Card","2023-07-04 03:35:37"
876,957,Cash,"2002-08-25 10:12:38"
877,38,Online,"1980-07-09 20:07:04"
878,410,"Credit Card","1986-08-24 15:31:15"
879,591,Cash,"2018-04-12 11:29:54"
880,88,Cash,"1989-06-07 20:53:38"
881,641,Cash,"1974-03-05 05:55:24"
882,707,Online,"2003-02-05 18:11:01"
883,512,Online,"2019-03-10 10:29:22"
884,731,Cash,"1998-07-14 01:16:37"
885,754,"Credit Card","1996-02-28 12:47:37"
886,372,"Credit Card","2015-09-04 17:49:13"
887,24,Cash,"2012-09-15 00:25:29"
888,100,"Credit Card","2002-11-29 00:55:06"
889,440,"Credit Card","1997-10-05 21:55:22"
890,703,Online,"2019-08-26 02:06:15"
891,225,Cash,"1987-03-21 07:45:18"
892,553,Online,"2005-10-24 07:51:07"
893,891,"Credit Card","2017-10-11 02:27:12"
894,327,"Credit Card","1985-09-28 03:27:10"
895,160,"Credit Card","1976-05-10 11:39:01"
896,384,Online,"2006-03-20 22:08:57"
897,153,"Credit Card","2022-05-14 06:06:11"
898,320,"Credit Card","1978-10-10 07:28:28"
899,101,Online,"1970-08-10 01:44:41"
900,967,"Credit Card","1977-02-19 18:08:00"
901,226,Cash,"1978-05-23 10:03:16"
902,406,Online,"1992-09-06 02:54:02"
903,613,Cash,"1997-01-12 22:05:10"
904,780,Online,"1982-02-21 02:52:28"
905,876,Online,"2012-12-23 15:58:07"
906,885,Cash,"1991-08-27 23:57:45"
907,507,Cash,"1975-05-28 14:48:14"
908,175,Cash,"2003-06-02 15:46:17"
909,642,"Credit Card","1980-09-11 11:16:48"
910,998,Cash,"2007-02-18 19:37:50"
911,788,Cash,"1998-08-26 10:41:02"
912,679,Cash,"1986-07-12 08:54:09"
913,10,Online,"2004-05-17 18:59:17"
914,457,Online,"2004-03-26 17:16:13"
915,932,Cash,"1987-01-04 00:42:01"
916,256,Cash,"1986-01-29 17:47:32"
917,96,"Credit Card","2015-08-20 01:25:42"
918,411,"Credit Card","1977-08-02 18:17:15"
919,649,Cash,"2020-07-20 10:27:58"
920,663,Online,"2017-05-15 17:01:57"
921,875,Online,"2021-07-31 07:51:18"
922,562,Online,"1981-04-30 08:31:59"
923,414,Cash,"2008-01-15 06:56:01"
924,59,Online,"1998-02-15 15:28:25"
925,364,"Credit Card","1999-10-26 15:30:52"
926,457,"Credit Card","2018-04-09 13:24:10"
927,578,Cash,"1980-11-14 16:55:21"
928,52,Cash,"1986-08-16 10:05:50"
929,209,"Credit Card","1973-08-03 17:59:33"
930,349,"Credit Card","2011-06-22 20:26:42"
931,905,Online,"1992-04-12 13:58:08"
932,657,"Credit Card","2010-12-23 07:13:29"
933,138,Cash,"2011-05-31 04:48:00"
934,797,Online,"1996-03-23 02:26:27"
935,761,"Credit Card","1999-07-21 12:15:46"
936,217,"Credit Card","1974-04-30 15:22:01"
937,645,"Credit Card","2009-02-04 04:48:50"
938,677,Cash,"2009-05-02 04:07:02"
939,975,"Credit Card","1984-06-19 18:01:52"
940,349,"Credit Card","2008-03-03 21:03:31"
941,528,Cash,"2006-09-08 18:56:00"
942,375,Online,"1987-04-30 02:10:05"
943,699,Online,"1970-07-14 12:03:09"
944,137,"Credit Card","1979-05-29 10:00:53"
945,339,Cash,"1989-12-30 12:04:47"
946,823,Online,"1986-05-31 13:01:27"
947,118,"Credit Card","2006-07-01 03:13:50"
948,48,Online,"2011-03-22 00:17:22"
949,828,"Credit Card","2014-12-08 17:52:11"
950,44,Online,"1970-07-19 06:40:33"
951,862,Cash,"2001-10-05 18:50:06"
952,652,Cash,"1972-01-15 21:12:38"
953,45,Online,"2020-08-01 19:50:45"
954,423,Cash,"1998-12-07 03:07:49"
955,549,Cash,"2015-08-17 17:43:28"
956,419,Cash,"1971-09-20 22:51:56"
957,881,Cash,"1986-06-02 19:36:44"
958,932,Cash,"2008-12-04 04:08:26"
959,500,Cash,"1999-01-26 09:28:19"
960,124,Cash,"1973-10-26 16:39:13"
961,448,Cash,"2010-12-18 18:49:56"
962,683,Online,"1980-10-27 00:15:28"
963,417,"Credit Card","1983-08-08 17:22:12"
964,230,Online,"1995-03-05 02:10:01"
965,761,"Credit Card","1977-01-14 15:31:42"
966,114,Online,"1998-06-21 05:36:11"
967,866,Online,"1981-05-28 23:10:22"
968,597,Cash,"1981-06-13 19:56:00"
969,299,"Credit Card","1974-09-18 02:06:06"
970,795,"Credit Card","1976-08-25 09:00:20"
971,258,Cash,"1988-02-12 10:30:03"
972,910,"Credit Card","1983-02-24 00:05:33"
973,663,Cash,"1992-12-11 06:25:20"
974,201,"Credit Card","1990-02-01 19:18:48"
975,275,"Credit Card","1982-07-19 09:56:15"
976,649,Online,"1989-12-24 12:47:09"
977,863,Cash,"2012-01-09 05:05:40"
978,830,"Credit Card","1991-04-12 15:49:26"
979,205,Cash,"2004-01-25 05:56:52"
980,65,Cash,"1979-03-03 10:12:56"
981,503,Cash,"1984-11-29 20:55:17"
982,381,Cash,"1981-02-28 23:43:37"
983,365,"Credit Card","1997-08-21 04:26:55"
984,871,Cash,"2011-01-09 09:55:33"
985,939,Cash,"1988-05-18 06:04:35"
986,898,Online,"2023-12-26 18:00:21"
987,313,"Credit Card","1991-10-25 19:00:22"
988,884,Cash,"1993-05-26 12:21:53"
989,31,Cash,"2016-01-24 18:17:57"
990,280,Online,"1979-09-10 13:15:42"
991,85,"Credit Card","2012-07-31 13:03:29"
992,885,"Credit Card","1971-06-25 18:40:15"
993,616,"Credit Card","2012-12-26 14:59:06"
994,523,Cash,"1984-07-14 02:00:20"
995,94,"Credit Card","2022-06-03 21:16:10"
996,971,Online,"1999-04-24 19:27:09"
997,959,"Credit Card","1993-03-10 16:14:35"
998,826,"Credit Card","1977-03-13 13:33:12"
999,81,"Credit Card","1998-06-09 05:21:54"
1000,677,Online,"1999-10-22 05:36:34"
